mode,month,dtrip,dtrip_y2,expansion_factor,draw
fh,7,3170.37574005127,3214.764518737793,1.0140011,24
pr,7,273123.294921875,273259.587890625,1.000499,24
sh,7,124484.9501647949,130597.2852783203,1.049101,24
fh,8,3245.312149047852,3163.643714904785,.97483498,24
pr,8,186662.0180664063,193265.125,1.0353746,24
sh,8,301775.8784179688,313990.646484375,1.0404763,24
fh,9,524.909553527832,511.4507341384888,.97435975,24
pr,9,196972.70703125,187865.3432617188,.95376331,24
sh,9,24763.65417480469,23182.01465606689,.93613058,24
fh,10,2635.245742797852,2619.096374511719,.99387181,24
pr,10,48047.39013671875,48313.79968261719,1.0055448,24
sh,10,50570.2666015625,54460.287109375,1.0769231,24
fh,11,900.3200950622559,885.0175933837891,.98300326,24
pr,11,60141.34326171875,49528.1650390625,.82352942,24
sh,11,0,0,1,24
fh,12,665.0897026062012,798.1076431274414,1.2,24
pr,12,0,0,1,24
sh,12,0,0,1,24
fh,1,0,0,1,25
pr,1,0,0,1,25
sh,1,0,0,1,25
fh,2,0,0,1,25
pr,2,0,0,1,25
sh,2,0,0,1,25
fh,3,0,0,1,25
pr,3,0,0,1,25
sh,3,0,0,1,25
fh,4,0,0,1,25
pr,4,10763.3408203125,10763.3408203125,1,25
sh,4,4366.873901367188,4366.873901367188,1,25
fh,5,582.7728799581528,549.4820901751518,.94287521,25
pr,5,30250.69733810425,32327.89617919922,1.0686661,25
sh,5,47982.82580566406,49756.89672851563,1.036973,25
fh,6,763.0637311935425,743.9791793823242,.97498959,25
pr,6,73561.61315917969,72240.916015625,.98204637,25
sh,6,222841.5216064453,210860.7109375,.94623619,25
fh,7,3151.571487426758,3159.910202026367,1.0026459,25
pr,7,232166.326171875,229584.1684570313,.98887801,25
sh,7,358675.60546875,345246.794921875,.96256,25
fh,8,1614.26880645752,1591.548740386963,.9859255,25
pr,8,221140.8095703125,228156.0068359375,1.0317228,25
sh,8,369524.369140625,384521.72265625,1.0405855,25
fh,9,1130.108695983887,1129.202777862549,.99919838,25
pr,9,174280.7822265625,169920.6062011719,.9749819,25
sh,9,60034.18310546875,57215.33306884766,.9530459,25
fh,10,3708.238098144531,3751.358337402344,1.0116283,25
pr,10,41513.05078125,42067.87365722656,1.013365,25
sh,10,32287.1376953125,34770.763671875,1.0769231,25
fh,11,834.863395690918,838.9278793334961,1.0048684,25
pr,11,44766.279296875,36866.34765625,.82352942,25
sh,11,0,0,1,25
fh,12,313.3327388763428,375.9992866516113,1.2,25
pr,12,0,0,1,25
sh,12,0,0,1,25
fh,1,0,0,1,26
pr,1,0,0,1,26
sh,1,0,0,1,26
fh,2,0,0,1,26
pr,2,0,0,1,26
sh,2,0,0,1,26
fh,3,0,0,1,26
pr,3,0,0,1,26
sh,3,0,0,1,26
fh,4,0,0,1,26
pr,4,10243.95703125,10243.95703125,1,26
sh,4,2123.840881347656,2123.840881347656,1,26
fh,5,0,0,1,26
pr,5,25807.70917510986,27412.60375976563,1.0621866,26
sh,5,6605.159103393555,6889.307800292969,1.0430192,26
fh,6,872.6157188415527,849.5584564208984,.97357684,26
pr,6,62927.57446289063,63760.27587890625,1.0132327,26
sh,6,352088.1005859375,337198.5390625,.95771068,26
fh,7,2937.204772949219,2950.773590087891,1.0046196,26
pr,7,283700.6079101563,287511.857421875,1.0134341,26
sh,7,294584.796875,280308.1650390625,.95153642,26
fh,8,2177.666923522949,2148.914569854736,.98679674,26
pr,8,230860.7993164063,240886.529296875,1.0434276,26
sh,8,51340.63891601563,50978.1728515625,.99293995,26
fh,9,1094.967170715332,1096.189414978027,1.0011163,26
pr,9,160647.1640625,154354.6223144531,.96083003,26
sh,9,41597.2568359375,39431.64929199219,.94793868,26
fh,10,4068.945205688477,4084.45922088623,1.0038128,26
pr,10,34941.88305664063,37629.72021484375,1.0769231,26
sh,10,0,0,1,26
fh,11,643.7881164550781,659.9370918273926,1.0250843,26
pr,11,136672.4047851563,112553.7451171875,.82352942,26
sh,11,0,0,1,26
fh,12,569.1691017150879,683.0029220581055,1.2,26
pr,12,0,0,1,26
sh,12,0,0,1,26
fh,1,0,0,1,27
pr,1,0,0,1,27
sh,1,0,0,1,27
fh,2,0,0,1,27
pr,2,0,0,1,27
sh,2,0,0,1,27
fh,3,0,0,1,27
pr,3,0,0,1,27
sh,3,0,0,1,27
fh,4,0,0,1,27
pr,4,0,0,1,27
sh,4,10212.36254882813,10212.36254882813,1,27
fh,5,1131.878364562988,1133.754131317139,1.0016572,27
pr,5,16879.29854202271,17972.84906005859,1.0647864,27
sh,5,24767.39616394043,26379.44665527344,1.0650876,27
fh,6,993.1634044647217,967.9096450805664,.97457242,27
pr,6,47045.81726074219,47265.685546875,1.0046735,27
sh,6,284401.6772460938,279114.9453125,.98141104,27
fh,7,2781.949508666992,2780.580390930176,.99950784,27
pr,7,315318.931640625,320370.30078125,1.0160198,27
sh,7,280261.642578125,270963.6455078125,.96682388,27
fh,8,2240.297813415527,2191.646392822266,.97828352,27
pr,8,204092.8935546875,209216.357421875,1.0251036,27
sh,8,338419.3935546875,351007.38671875,1.0371964,27
fh,9,877.4022998809814,906.6868047714233,1.0333763,27
pr,9,185889.9375,178546.4143066406,.96049529,27
sh,9,30049.94799804688,28604.46905517578,.95189744,27
fh,10,3541.222091674805,3525.65852355957,.99560505,27
pr,10,46182.20324707031,46874.58605957031,1.0149925,27
sh,10,49881.72680664063,53718.78271484375,1.0769231,27
fh,11,689.7856159210205,715.2077331542969,1.0368551,27
pr,11,131297.7153320313,108127.5302734375,.82352942,27
sh,11,0,0,1,27
fh,12,1311.126708984375,1573.35205078125,1.2,27
pr,12,0,0,1,27
sh,12,0,0,1,27
fh,1,0,0,1,28
pr,1,0,0,1,28
sh,1,0,0,1,28
fh,2,0,0,1,28
pr,2,0,0,1,28
sh,2,0,0,1,28
fh,3,0,0,1,28
pr,3,0,0,1,28
sh,3,0,0,1,28
fh,4,0,0,1,28
pr,4,2557.761291503906,2557.761291503906,1,28
sh,4,7092.678955078125,7092.678955078125,1,28
fh,5,1225.676116943359,1313.224411010742,1.0714285,28
pr,5,39726.12669372559,42093.75317382813,1.0595987,28
sh,5,15561.51354980469,16370.48046875,1.0519851,28
fh,6,895.9247016906738,893.8268165588379,.99765843,28
pr,6,73218.10363769531,71600.03662109375,.97790074,28
sh,6,252451.3549804688,246367.759765625,.9759019,28
fh,7,2502.730323791504,2492.806098937988,.99603462,28
pr,7,226346.3266601563,227820.07421875,1.006511,28
sh,7,602473.728515625,568655.1162109375,.94386709,28
fh,8,1435.530120849609,1451.276119232178,1.0109688,28
pr,8,215439.3977050781,223543.169921875,1.0376151,28
sh,8,374826.2368164063,390331.267578125,1.0413659,28
fh,9,1071.837936401367,1074.988586425781,1.0029395,28
pr,9,88570.6357421875,86327.99938964844,.97467971,28
sh,9,74695.7783203125,71473.28851318359,.95685846,28
fh,10,3076.041549682617,3173.961685180664,1.0318332,28
pr,10,52098.03979492188,52233.26342773438,1.0025955,28
sh,10,53594.24560546875,57716.8798828125,1.0769231,28
fh,11,887.0077819824219,865.4975357055664,.97574967,28
pr,11,114925.2709960938,94644.3408203125,.82352942,28
sh,11,0,0,1,28
fh,12,1375.66520690918,1650.798248291016,1.2,28
pr,12,0,0,1,28
sh,12,0,0,1,28
fh,1,0,0,1,29
pr,1,0,0,1,29
sh,1,0,0,1,29
fh,2,0,0,1,29
pr,2,0,0,1,29
sh,2,0,0,1,29
fh,3,0,0,1,29
pr,3,0,0,1,29
sh,3,0,0,1,29
fh,4,0,0,1,29
pr,4,14404.99658203125,14404.99658203125,1,29
sh,4,10296.908203125,10296.908203125,1,29
fh,5,1887.797491073608,1965.28621673584,1.0410472,29
pr,5,19350.17041015625,20732.32543945313,1.0714285,29
sh,5,5044.010513305664,4976.388595581055,.9865936,29
fh,6,838.1064891815186,828.4686660766602,.98850048,29
pr,6,30408.19519042969,31204.36254882813,1.0261827,29
sh,6,176385,164626,.93333334,29
fh,7,2579.389701843262,2594.533798217773,1.0058712,29
pr,7,345473.82421875,346316.4794921875,1.0024391,29
sh,7,411076.62109375,399848.9482421875,.97268713,29
fh,8,3781.405387878418,3673.451152801514,.97145128,29
pr,8,266016.7358398438,272181.947265625,1.0231761,29
sh,8,396892.3798828125,411149.150390625,1.035921,29
fh,9,1057.352725982666,1068.137907028198,1.0102001,29
pr,9,189737.9453125,180223.9802246094,.94985735,29
sh,9,56406.7646484375,53807.20971679688,.95391411,29
fh,10,3727.750900268555,3765.798149108887,1.0102065,29
pr,10,51029.97485351563,51917.78369140625,1.0173978,29
sh,10,61219.78662109375,65929.0009765625,1.0769231,29
fh,11,758.8645706176758,758.2952041625977,.9992497,29
pr,11,33818.38720703125,27850.4365234375,.82352942,29
sh,11,0,0,1,29
fh,12,871.6363906860352,1045.963668823242,1.2,29
pr,12,0,0,1,29
sh,12,0,0,1,29
fh,1,0,0,1,30
pr,1,0,0,1,30
sh,1,0,0,1,30
fh,2,0,0,1,30
pr,2,0,0,1,30
sh,2,0,0,1,30
fh,3,0,0,1,30
pr,3,0,0,1,30
sh,3,0,0,1,30
fh,4,0,0,1,30
pr,4,6424.998046875,6424.998046875,1,30
sh,4,7818.869384765625,7818.869384765625,1,30
fh,5,731.2734527587891,783.5072708129883,1.0714285,30
pr,5,14978.13549804688,16048.00231933594,1.0714285,30
sh,5,16424.89413452148,16780.47430419922,1.0216489,30
fh,6,758.5093688964844,730.7592544555664,.96341491,30
pr,6,34289.71984863281,34373.34912109375,1.0024389,30
sh,6,236349.4702148438,227153.677734375,.96109241,30
fh,7,2353.591354370117,2378.948852539063,1.010774,30
pr,7,186944.5834960938,185635.16015625,.99299568,30
sh,7,215366.5756835938,216753.09375,1.0064379,30
fh,8,2888.799209594727,2820.758388519287,.97644669,30
pr,8,250396.7551269531,261078.1904296875,1.0426581,30
