mode,month,dtrip,dtrip_y2,expansion_factor,draw,state
pr,10,15599.34072875977,17328.22412109375,1.1108305,5,DE
sh,10,6268.308563232422,7232.663726806641,1.1538461,5,DE
fh,11,0,0,1,5,DE
pr,11,0,0,1,5,DE
sh,11,0,0,1,5,DE
fh,12,0,0,1,5,DE
pr,12,0,0,1,5,DE
sh,12,0,0,1,5,DE
fh,1,0,0,1,6,DE
pr,1,0,0,1,6,DE
sh,1,0,0,1,6,DE
fh,2,0,0,1,6,DE
pr,2,0,0,1,6,DE
sh,2,0,0,1,6,DE
fh,3,0,0,1,6,DE
pr,3,0,0,1,6,DE
sh,3,0,0,1,6,DE
fh,4,20.023681640625,20.023681640625,1,6,DE
pr,4,9596.211181640625,9596.211181640625,1,6,DE
sh,4,4322.690551757813,4322.690551757813,1,6,DE
fh,5,59.7544881105423,63.41039788722992,1.0611821,6,DE
pr,5,14562.28057670593,16629.01428413391,1.1419238,6,DE
sh,5,12173.42073059082,13104.48893737793,1.0764837,6,DE
fh,6,823.0078196525574,699.2395792007446,.84961474,6,DE
pr,6,177634.2407226563,173794.6845703125,.97838503,6,DE
sh,6,4596.805572509766,3677.444458007813,.80000001,6,DE
fh,7,2466.663269042969,2466.663269042969,1,6,DE
pr,7,87340.38989257813,87340.38989257813,1,6,DE
sh,7,27409.59924316406,27409.59924316406,1,6,DE
fh,8,774.3560676574707,774.3560676574707,1,6,DE
pr,8,64461.43212890625,64461.43212890625,1,6,DE
sh,8,54420.5029296875,54420.5029296875,1,6,DE
fh,9,37.45837783813477,35.06125983595848,.93600583,6,DE
pr,9,29469.2724609375,29824.58862304688,1.0120572,6,DE
sh,9,28314.828125,27688.86096191406,.97789258,6,DE
fh,10,158.9632892608643,183.4191799163818,1.1538461,6,DE
pr,10,9332.953430175781,10768.79241943359,1.1538461,6,DE
sh,10,2334.887359619141,2694.100799560547,1.1538461,6,DE
fh,11,0,0,1,6,DE
pr,11,0,0,1,6,DE
sh,11,0,0,1,6,DE
fh,12,0,0,1,6,DE
pr,12,0,0,1,6,DE
sh,12,0,0,1,6,DE
fh,1,0,0,1,7,DE
pr,1,0,0,1,7,DE
sh,1,0,0,1,7,DE
fh,2,0,0,1,7,DE
pr,2,0,0,1,7,DE
sh,2,0,0,1,7,DE
fh,3,0,0,1,7,DE
pr,3,0,0,1,7,DE
sh,3,0,0,1,7,DE
fh,4,40.10692977905273,40.10692977905273,1,7,DE
pr,4,4275.515991210938,4275.515991210938,1,7,DE
sh,4,10176.83029174805,10176.83029174805,1,7,DE
fh,5,100.0099551677704,106.6172773838043,1.0660666,7,DE
pr,5,13911.66831970215,15366.86524963379,1.1046026,7,DE
sh,5,750.5523452758789,857.7741088867188,1.1428572,7,DE
fh,6,827.2385787963867,714.3110733032227,.86348861,7,DE
pr,6,151158.8012695313,146516.84765625,.96929085,7,DE
sh,6,19369.89486694336,20363.32836914063,1.0512875,7,DE
fh,7,1854.55001449585,1854.55001449585,1,7,DE
pr,7,79111.96606445313,79111.96606445313,1,7,DE
sh,7,18723.05381011963,18723.05381011963,1,7,DE
fh,8,795.3470506668091,795.3470506668091,1,7,DE
pr,8,69544.78393554688,69544.78393554688,1,7,DE
sh,8,83636.52001953125,83636.52001953125,1,7,DE
fh,9,195.4095125198364,202.7251839637756,1.0374377,7,DE
pr,9,40360.8671875,41662.10607910156,1.0322402,7,DE
sh,9,33888.13745117188,32368.85592651367,.95516777,7,DE
fh,10,698.4595222473145,784.4091491699219,1.1230559,7,DE
pr,10,12666.02758789063,13746.13635253906,1.085276,7,DE
sh,10,9739.398620605469,11237.76763916016,1.1538461,7,DE
fh,11,0,0,1,7,DE
pr,11,0,0,1,7,DE
sh,11,0,0,1,7,DE
fh,12,0,0,1,7,DE
pr,12,0,0,1,7,DE
sh,12,0,0,1,7,DE
fh,1,0,0,1,8,DE
pr,1,0,0,1,8,DE
sh,1,0,0,1,8,DE
fh,2,0,0,1,8,DE
pr,2,0,0,1,8,DE
sh,2,0,0,1,8,DE
fh,3,0,0,1,8,DE
pr,3,0,0,1,8,DE
sh,3,0,0,1,8,DE
fh,4,29.45294666290283,29.45294666290283,1,8,DE
pr,4,0,0,1,8,DE
sh,4,3551.864204406738,3551.864204406738,1,8,DE
fh,5,79.36291790008545,85.55745220184326,1.0780532,8,DE
pr,5,10749.87487792969,12285.5712890625,1.1428572,8,DE
sh,5,9110.668090820313,9950.270263671875,1.0921559,8,DE
fh,6,842.9980945587158,723.7766304016113,.85857445,8,DE
pr,6,142163.8586425781,132972.3706054688,.93534583,8,DE
sh,6,42322.07244873047,47084.06616210938,1.112518,8,DE
fh,7,1103.41570854187,1103.41570854187,1,8,DE
pr,7,85197.47778320313,85197.47778320313,1,8,DE
sh,7,28180.71130371094,28180.71130371094,1,8,DE
fh,8,431.2564182281494,431.2564182281494,1,8,DE
pr,8,66222.55480957031,66222.55480957031,1,8,DE
sh,8,60968.37805175781,60968.37805175781,1,8,DE
fh,9,120.2059931159019,127.1603378355503,1.0578536,8,DE
pr,9,36898.62902832031,37514.89752197266,1.0167017,8,DE
sh,9,28650.96606445313,28474.5029296875,.99384093,8,DE
fh,10,119.903395652771,138.3500719070435,1.1538461,8,DE
pr,10,10866.18714904785,12012.650390625,1.1055074,8,DE
sh,10,10511.0712890625,12128.1591796875,1.1538461,8,DE
fh,11,0,0,1,8,DE
pr,11,0,0,1,8,DE
sh,11,0,0,1,8,DE
fh,12,0,0,1,8,DE
pr,12,0,0,1,8,DE
sh,12,0,0,1,8,DE
fh,1,0,0,1,9,DE
pr,1,0,0,1,9,DE
sh,1,0,0,1,9,DE
fh,2,0,0,1,9,DE
pr,2,0,0,1,9,DE
sh,2,0,0,1,9,DE
fh,3,0,0,1,9,DE
pr,3,0,0,1,9,DE
sh,3,0,0,1,9,DE
fh,4,12.67484843730927,12.67484843730927,1,9,DE
pr,4,6128.91357421875,6128.91357421875,1,9,DE
sh,4,5030.938888549805,5030.938888549805,1,9,DE
fh,5,78.43011116981506,78.83917546272278,1.0052156,9,DE
pr,5,9216.521468162537,10472.20372104645,1.1362425,9,DE
sh,5,4726.208290100098,4876.203086853027,1.0317369,9,DE
fh,6,994.4509792327881,922.4529991149902,.92760026,9,DE
pr,6,185083.5205078125,178210.6962890625,.96286637,9,DE
sh,6,55904.69604492188,61603.7080078125,1.1019416,9,DE
fh,7,1359.662086486816,1359.662086486816,1,9,DE
pr,7,83767.77734375,83767.77734375,1,9,DE
sh,7,28199.04992675781,28199.04992675781,1,9,DE
fh,8,603.4642086029053,603.4642086029053,1,9,DE
pr,8,72455.01647949219,72455.01647949219,1,9,DE
sh,8,85116.07751464844,85116.07751464844,1,9,DE
fh,9,35.04353284835815,35.18005907535553,1.0038959,9,DE
pr,9,28229.91650390625,28070.59808349609,.99435639,9,DE
sh,9,30184.77026367188,29918.61401367188,.99118245,9,DE
fh,10,576.5771064758301,665.2812767028809,1.1538461,9,DE
pr,10,15116.23530578613,16861.61877441406,1.1154642,9,DE
sh,10,1950.167617797852,2250.193405151367,1.1538461,9,DE
fh,11,0,0,1,9,DE
pr,11,0,0,1,9,DE
sh,11,0,0,1,9,DE
fh,12,0,0,1,9,DE
pr,12,0,0,1,9,DE
sh,12,0,0,1,9,DE
fh,1,0,0,1,10,DE
pr,1,0,0,1,10,DE
sh,1,0,0,1,10,DE
fh,2,0,0,1,10,DE
pr,2,0,0,1,10,DE
sh,2,0,0,1,10,DE
fh,3,0,0,1,10,DE
pr,3,0,0,1,10,DE
sh,3,0,0,1,10,DE
fh,4,12.43248617649078,12.43248617649078,1,10,DE
pr,4,3932.534545898438,3932.534545898438,1,10,DE
sh,4,10641.88604736328,10641.88604736328,1,10,DE
fh,5,116.7991538047791,121.9817299842834,1.0443717,10,DE
pr,5,17243.46948242188,19706.822265625,1.1428572,10,DE
sh,5,12062.88748168945,12783.14340209961,1.0597085,10,DE
fh,6,1136.831960678101,1097.694202423096,.96557295,10,DE
pr,6,117322.8771972656,113202.3530273438,.96487874,10,DE
sh,6,61168.32916259766,68714.09838867188,1.1233608,10,DE
fh,7,915.1023254394531,915.1023254394531,1,10,DE
pr,7,72068.62670898438,72068.62670898438,1,10,DE
sh,7,32600.63916015625,32600.63916015625,1,10,DE
fh,8,424.2376098632813,424.2376098632813,1,10,DE
pr,8,71224.45654296875,71224.45654296875,1,10,DE
sh,8,38246.970703125,38246.970703125,1,10,DE
fh,9,11.59501838684082,10.76680278778076,.9285714,10,DE
pr,9,27809.10241699219,27858.77490234375,1.0017862,10,DE
sh,9,30340.10278320313,29838.97784423828,.98348308,10,DE
fh,10,267.7140688896179,296.5568466186523,1.1077373,10,DE
pr,10,10956.70153045654,12601.19512939453,1.1500902,10,DE
sh,10,3972.255767822266,4583.372039794922,1.1538461,10,DE
fh,11,0,0,1,10,DE
pr,11,0,0,1,10,DE
sh,11,0,0,1,10,DE
fh,12,0,0,1,10,DE
pr,12,0,0,1,10,DE
sh,12,0,0,1,10,DE
fh,1,0,0,1,11,DE
pr,1,0,0,1,11,DE
sh,1,0,0,1,11,DE
